artist_slug,production_artist_id,local_artist_id,artist_name,entity_type,status,popular,popularity_rank,artline_artist_url,current_aliases,current_birth_year,current_death_year,current_date_display,current_country_codes,current_country_relationships,geography_review_state,has_biography,current_authority_ids,current_source_urls,artworks,paintings,no_primary_image,no_displayable_image,paintings_no_displayable_image,research_gaps,proposed_name,proposed_country_codes,country_evidence_url,country_evidence_fact,proposed_birth_year,proposed_death_year,date_evidence_url,proposed_artist_authority_url,proposed_artist_source_url,research_outcome,research_notes,checked_at
jackson-pollock-q37571,6911af96-dfd1-40df-8b93-a781b794b42d,6911af96-dfd1-40df-8b93-a781b794b42d,Jackson Pollock,person,review,true,80,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jackson-pollock-q37571,"[""jackson Pollock""]",1912,1956,1912–1956,US,"[{""country_code"":""US"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""US"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""4675"",""url"":""https://www.moma.org/collection/works/79481""},{""scheme"":""nga-constituent"",""id"":""1793"",""url"":""""},{""scheme"":""tate-person"",""id"":""1785"",""url"":""https://www.tate.org.uk/art/artists/jackson-pollock-1785""},{""scheme"":""wikidata"",""id"":""Q37571"",""url"":""https://www.wikidata.org/wiki/Q37571""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Jackson_Pollock"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79481"",""https://www.tate.org.uk/art/artists/jackson-pollock-1785"",""https://www.wikidata.org/wiki/Q37571""]",112,34,112,112,34,,,,,,,,,,,,,
giuseppe-arcimboldo-q7751,70c86017-f6e9-4755-80c8-0a6395b5c5ba,70c86017-f6e9-4755-80c8-0a6395b5c5ba,Giuseppe Arcimboldo,person,review,true,46,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/giuseppe-arcimboldo-q7751,"[""Archimboldo"",""Arcimboldi"",""Arcimboldo"",""Arcimlardo"",""Giuseppe Archimboldo"",""Giuseppe Arcimboldi"",""giuseppe arcimboldo"",""Guiseppe Archimboldi"",""Josephus Arcimboldus""]",1526,1593,1526–1593,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""33025"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q7751"",""url"":""https://www.wikidata.org/wiki/Q7751""}]","[""https://pantheon.world/profile/person/Giuseppe_Arcimboldo"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q7751""]",2,2,1,1,1,,,,,,,,,,,,,
cimabue-q15790,718d1f87-7447-487d-8ddb-25cd62791d1f,718d1f87-7447-487d-8ddb-25cd62791d1f,Cimabue,person,review,true,92,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/cimabue-q15790,"[""Benciviene di Pepo"",""Benvenuto de Giuseppe"",""Cenni Benciviene de Pepo"",""Cenni de Pepo Cimabue"",""Cenni di Pepe"",""Cenni Di Pepi"",""Cenni Di Pepo"",""Cenni Di Pepo Cimabue"",""Cenni di Peppo"",""Ciambu"",""Ciamb`u"",""Cimabué"",""giovanni cimabue"",""Giovanni Gualtieri"",""Jean Cimabué""]",1240,1302,1240–1302,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""wikidata"",""id"":""Q15790"",""url"":""https://www.wikidata.org/wiki/Q15790""}]","[""https://en.wikipedia.org/wiki/Cimabue"",""https://pantheon.world/profile/person/Cimabue"",""https://www.wikidata.org/wiki/Q15790""]",1,1,1,1,1,,,,,,,,,,,,,
raphael-q5597,737d46fd-968a-479c-aea5-46931604f574,737d46fd-968a-479c-aea5-46931604f574,Raphael,person,review,true,5,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/raphael-q5597,"[""Rafael Sanzio"",""Raffaello Sanzio da Urbino"",""Raffale Sanzio"",""Santi Raphael""]",1483,1520,1483–1520,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1818"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q5597"",""url"":""https://www.wikidata.org/wiki/Q5597""}]","[""https://pantheon.world/profile/person/Raphael"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/00000077326"",""https://www.wikidata.org/wiki/Q5597""]",40,26,15,15,8,,,,,,,,,,,,,
domenico-ghirlandaio-q191423,73d71604-0818-4c14-94dd-8e89f881a505,73d71604-0818-4c14-94dd-8e89f881a505,Domenico Ghirlandaio,person,review,true,61,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/domenico-ghirlandaio-q191423,"[""Bigordi Ghirlandaio"",""D. Ghirlandaio"",""Domenico Bigordi"",""Domenico Bigordi Ghirlandaio"",""Domenico Currado Bigordi"",""Domenico del Grillandaio"",""Domenico di Tommaso Curradi di Doffo Bigordi"",""Domenico Ghirlandai"",""Domenico Ghirlandajo"",""Domenico Grillandajo"",""Domenico Il Ghirlandaio"",""Domenico, Il Ghirlandajo"",""Dom. Ghirlandaio"",""Dominico Ghirlandaio"",""Ghirlandai"",""Ghirlandaio"",""Ghirlandajo"",""Grillandari"",""Il Ghirlandaio""]",1448,1494,1448–1494,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1336"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q191423"",""url"":""https://www.wikidata.org/wiki/Q191423""}]","[""https://en.wikipedia.org/wiki/Domenico_Ghirlandaio"",""https://pantheon.world/profile/person/Domenico_Ghirlandaio"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q191423""]",5,4,2,2,2,,,,,,,,,,,,,
gustave-courbet-q34618,75f33884-7bc3-4332-a551-3e071b9f3ab9,75f33884-7bc3-4332-a551-3e071b9f3ab9,Gustave Courbet,person,review,true,42,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/gustave-courbet-q34618,"[""Courbet"",""G. Courbet"",""Gi︠u︡stav Kurbe"",""Gustav Courbet"",""Gust. Courbet"",""Jean Desire Gustave Courbet""]",1819,1877,1819–1877,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1174"",""url"":""""},{""scheme"":""rijks-person"",""id"":""2102187"",""url"":""https://id.rijksmuseum.nl/200108872""},{""scheme"":""smk-person"",""id"":""1391_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS1957""},{""scheme"":""walters-person"",""id"":""4823"",""url"":""https://purl.thewalters.org/art/37.203""},{""scheme"":""wikidata"",""id"":""Q34618"",""url"":""https://www.wikidata.org/wiki/Q34618""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS1957"",""https://collections.artsmia.org/art/584"",""https://pantheon.world/profile/person/Gustave_Courbet"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE000692"",""https://www.wikidata.org/wiki/Q34618""]",224,180,153,153,115,,,,,,,,,,,,,
francois-boucher-q180932,7c9c49c4-f92e-4120-9ac2-87361e2b0078,7c9c49c4-f92e-4120-9ac2-87361e2b0078,François Boucher,person,review,true,89,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/francois-boucher-q180932,"[""Baucher"",""Bochée"",""Bouché"",""Boucher"",""boucher f."",""boucher fr."",""boucher francois"",""Boucher pere"",""Bouchers"",""Bouchet"",""Bouchey"",""Bouchez"",""Bouchier"",""Bourcher"",""F. Boucher"",""f. bouchor"",""franc. boucher"",""Françios Boucher"",""Francis Boucher"",""François Bouché"",""Francois Boucher"",""François Bouchet"",""François Bouchez"",""François Bourcher"",""Francois, French, Boucher"",""Francois, the elder Boucher"",""franc.s boucher"",""franqois boucher"",""Fransua Bushe"",""Franz Boucher"",""Fr Boucher"",""Le Boucher"",""M. Boucher"",""M. Boucher pere"",""pere Boucher"",""Suite de Boucher.""]",1703,1770,1703–1770,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""71037"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/399703""},{""scheme"":""nga-constituent"",""id"":""996"",""url"":""""},{""scheme"":""walters-person"",""id"":""2724"",""url"":""https://purl.thewalters.org/art/37.838""},{""scheme"":""wikidata"",""id"":""Q180932"",""url"":""https://www.wikidata.org/wiki/Q180932""}]","[""https://pantheon.world/profile/person/Fran%C3%A7ois_Boucher"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE014261"",""https://www.wikidata.org/wiki/Q180932""]",200,78,130,130,49,,,,,,,,,,,,,
fra-angelico-q5664,7d61ec83-8200-41ee-8b6f-6fbe39f4c83e,7d61ec83-8200-41ee-8b6f-6fbe39f4c83e,Fra Angelico,person,review,true,51,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/fra-angelico-q5664,"[""angelic master"",""Angelico (fra)"",""B. Angelico"",""B. Angelico da Fiesole"",""Beata Angelica da Fiesole"",""Beata Da Fiesole"",""Beato Angelico"",""Beato Angelico da Fiesole"",""Beato (Fra)"",""beato fra Angelico"",""Beato Gio: Angelico"",""Beato Gio: Angelico da Fiesole"",""Beato Gio. Angelo da Fiesole"",""Beato Gio. Angelo di Fiesole"",""Beato Giov. Angelico"",""Beato Giovanni"",""beato Giovanni Angelico domenicano"",""B. Gio. Angelo da Fiesole"",""called Il Beato Angelico Fra. Giovanni da Fiesole"",""Da Fiesolé"",""da Fiesole Giovanni"",""di Piero Guido"",""don Giovanni Angelico"",""Fiesole"",""florentino Beato Juan"",""fra Angelico"",""Fra Angelico da Fiesole"",""fra angelico. fiesole"",""Fra Beato Angelico"",""Fra Giovanni Angelico"",""Fra Giovanni Angelico da Fiesole"",""Fra Giovanni da Fiesole"",""Fra Giovanni Da Fiesole Angelico"",""fra Giovanni da Fiesole domenicano"",""Fra Giovanni da Fiesole gen. Fra Angelico"",""Giovanni Angelico"",""Giovanni Angelico da Fiesole (Fra)"",""Giovanni da Fiesole"",""Giovanni (Fra)"",""Guido da Vicchio"",""Guido di Piero"",""Guido di Piero da Mugello"",""Guido di Piero da Mugello Angelico"",""Guido di Pietro da Mugello"",""Guidolino di Pietro da Mugello""]",1400,1455,1400–1455,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""99"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q5664"",""url"":""https://www.wikidata.org/wiki/Q5664""}]","[""https://en.wikipedia.org/wiki/Fra_Angelico"",""https://pantheon.world/profile/person/Fra_Angelico"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5664""]",5,5,1,1,1,,,,,,,,,,,,,
giovanni-battista-tiepolo-q186202,81f7a745-1228-4d2e-9a6b-a31cb48c004b,81f7a745-1228-4d2e-9a6b-a31cb48c004b,Giovanni Battista Tiepolo,person,review,true,88,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/giovanni-battista-tiepolo-q186202,"[""C. B. Tiepolo"",""Diebolo"",""Diepolo"",""Dzhovanni Battista Tʹepolo"",""F. B. Tiepolo"",""g. battista tiepolo"",""g. b. tiepolo"",""Giambatista Tiepelo"",""Giambatista Tiepolo"",""Gian Battista Tiepolo"",""Gio Baptista Tiepolo"",""Gio. Battista Tiepolo"",""giovanni baptista tiepolo"",""giovanni bapt. tiepolo"",""Giovanni Batista Tiepolo"",""Giovanni Battista Chiepoletto"",""Giovanni Battista Teipolo"",""Giovanni Battista Thenpholus"",""Giovanni Battista Theupholus"",""Giovanni Battista Tiepoletto"",""Giovanni Battista Tiepoli"",""giovanni batt. tiepolo"",""giovanni b. tiepolo"",""giovanni tiepolo"",""giov. battista tiepolo"",""giov. batt. tiepolo"",""G. Tiepolo"",""Hiepolo"",""J. Batista Tiepolo"",""j. b. tiepolo"",""J. B. Tiepolo le père"",""Jean-Baptiste Tiepolo"",""Johann Babtiste Tiepolo"",""Johann Baptista Tiepolo"",""Johann Bapt. Tiepolo"",""Joh. Bapt. Tiepolo"",""Juan Bautista Tiépolo"",""Le Tiépoli"",""nachahmer des tiepolo"",""Teipolo"",""Thiepolo"",""Tibolo"",""Tieoplo"",""Tiepoli"",""tiepolo g.b."",""Tiepolo Gio. Battista"",""Tiepolo Giovanni Battista"",""tiepolo giov. b."",""Tiepulo"",""Tiipolo"",""Tiopalo"",""Tiopoli"",""Tiopolo"",""Tipoli"",""Tipolo"",""Tippoli"",""Tripoli"",""Tripolo""]",1696,1770,1696–1770,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""65990"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/392803""},{""scheme"":""nga-constituent"",""id"":""1927"",""url"":""""},{""scheme"":""rijks-person"",""id"":""2101470"",""url"":""https://id.rijksmuseum.nl/200109815""},{""scheme"":""smk-person"",""id"":""1983_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS4548""},{""scheme"":""walters-person"",""id"":""2003"",""url"":""https://purl.thewalters.org/art/37.1120""},{""scheme"":""wikidata"",""id"":""Q186202"",""url"":""https://www.wikidata.org/wiki/Q186202""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS4548"",""https://kokoelma.kansallisgalleria.fi/en/object/392803"",""https://pantheon.world/profile/person/Giovanni_Battista_Tiepolo"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q186202""]",264,54,38,38,14,,,,,,,,,,,,,
caravaggio-q42207,8417851b-1a85-48bb-b127-46f57e87040f,8417851b-1a85-48bb-b127-46f57e87040f,Caravaggio,person,review,true,12,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/caravaggio-q42207,"[""A. Caravaggio"",""Amerighi Caravaggio"",""Amerighi Michelangelo da Caravaggio"",""Averigi of Carravaggio"",""Carabacho"",""Carage"",""Caravacci"",""Caravaccio"",""Caravach"",""Caravacho"",""Caravacio"",""Caravaggi"",""Caravaggica"",""Caravaggio Amerighi"",""Caravaggio Michelangelo"",""Caravaggio Michelangelo Merisi"",""Caravaggo"",""Caravagi"",""Caravagio"",""Caravagio Michael Angelo Amerigi"",""Caravege"",""Carragio"",""Carraiagio"",""Carrauagio"",""Carravage"",""Carravaggio"",""Carravaggio Michel Angelo Amerighi"",""Carravagi"",""Carravagio"",""Carravagio Michel Ange"",""Carravago"",""Carvache"",""Carvaggio"",""Corravagio"",""Curabicho"",""Curablicho"",""Garavaggi"",""Le Caravache"",""le Caravage"",""Le Caravage Michelangiolo Amerighi"",""le Carravage"",""le Carravage Michel-Ange"",""M.A. Caravage"",""M.A. Caravaggio"",""M.A. Caravagio"",""M. A. Carravag."",""M. A. Carravaggio"",""M. A. Carravagio"",""M.A. Carraveggio"",""M. A. da Caravaggio"",""M.A. da Carravaggio"",""M.A. da Carravagio"",""M. A. de Caravage"",""M.A. de Caravaggio"",""M. Ange Caravagio"",""M. Ange de Caravage"",""M. Angelo"",""M Angelo Caravaggio"",""M. Angelo Caravagio"",""M. Angelo Carravaggio"",""M. Angelo Carravagio"",""M. Angelo da Caravaggio"",""M. Angelo da Caravagio"",""M. Angelo da Carravaggio"",""M. Angelo da Carravagio"",""M. Angelo da Carrawaggio"",""M. Angelo de Caravaggio"",""M. Angelo di Caravaggio"",""M. Caravagio"",""M. Carravagio"",""M. D. Carravaggio"",""M. de Caravaggi"",""M. de Carravage"",""Micael Angel Caraballo"",""Mic. Angel Carravaggio"",""Mic. Angelo Carravaggio"",""MicchelAngelo da Caravaggio"",""MicelAngelo da Caravaggio"",""Michael Ange de Carravage"",""Michael Angel Caravacho"",""Michael Angelo Amerigi da Caravaggio"",""Michael Angelo Amerigi dit le Caravach"",""MichaelAngelo Carabucho"",""michael Angelo Caravacho"",""Michael Angelo Caravaggio"",""Michael Angelo Caravagio"",""Michael Angelo Caravasi"",""Michael Angelo Carraggio"",""Michael Angelo Carravaggio"",""Michael Angelo Carravagio"",""Michael Angelo da Caravaggio"",""MichaelAngelo da Caravaggio"",""Michael Angelo da Caravagio"",""Michael Angelo da Carravaggio"",""Michaël Angelo da Carravagio"",""Michael Angelo da Carvaggio"",""Michael Angelo de Carravaggio"",""Michael Angelo de Carravagio"",""Michael Angelo de Carvagio"",""Michael Angelo Merigi, detto da Carravaggio"",""Michael Angelo Merigi, detto da, Milan Carravaggio"",""Michael Angelo Merigi genannt Carravagio"",""Michael Angelo of Caravagio"",""Mich. Ang. Caravaggio"",""Mich. Ang. Carravagio"",""Mich. Ang. da Caravaggio"",""Mich. Ang. da Caravagio"",""Mich. Angelo Caravaggio"",""Mich. Angelo Caravagio"",""Mich. Angelo de Carravagio"",""Mich. Angelo Merici da Carravagio"",""Michel Agnolo da Caravaggio"",""Michelag.o da Caravaggio"",""Michel Amerigi Angelo da Caravaggio"",""Michelan Garavagna"",""Michel AngeAmerigi de Caravage"",""Michel-Ange Amerigi de Caravage"",""Michel Ange Caravage"",""Michel Ange Carravage"",""Michelange de Caravage"",""Michel-Ange de Caravage"",""Michelange de Carravage"",""Michel-Ange de Carravage"",""Michel-Ange des Batailles Le Caravage"",""Michel Ange dit le Caravage"",""Michel Ange du Caravage"",""Michelangelo Americhi Caravaggio"",""Michelangelo americhi Carravaggio"",""Michelangelo Amerighi"",""Michelangelo Amerighi Caravaggio"",""Michelangelo Amerighi da Caravaggio"",""Michelangelo Amerigi"",""Michelangelo Amerigi da Caravaggio"",""Michel Angelo Caravaccio"",""Michelangelo Caravaggi"",""Michel'Angelo Caravaggi"",""Michel Angelo Caravaggio"",""Michelangelo Caravagli"",""Michelangelo Caraveggio"",""Michelangelo Carravaggio"",""Michel Angelo Carravaggio"",""Michel Angelo Carvasio"",""Michelangelo da Caravaccio"",""Michel'Angelo dà Caravaggio"",""Michelangelo da Caravagio"",""Michel Angelo da Caravagio"",""Michel Angelo da Caravaglio"",""Michel Angelo da Caravancio"",""Michel Angelo da Caravazzi"",""Michel Angelo da Carvaggio"",""Michel Angelo de Caravachio"",""Michel Angelo de Caravagio"",""Michel Angelo de Caravasio"",""Michel Angelo de la Caravagio"",""Michelangelo di Caravaggio"",""Michel Angelo di Caravaggio"",""Michel Angelo di Roma"",""Michel Angelo Dj Caravaggi"",""Michelangelo Garavaggi"",""Michelangelo Merigi da Caravaggio"",""Michelangelo Merisi Caravaggio"",""Michelangelo Merisi da Caravaccio"",""Michelangelo Merisi da Caravach"",""Michelangelo Merisi da Caravaggi"",""Michelangelo Merisi da Caravagio"",""Michelangelo Merisi da Caravege"",""Michelangelo Merisi da Carravaggio"",""Michelangelo Merisi da Carravagio"",""Michelangelo Merisi di Caravaggio"",""Michelangelo Merisi gen. Caravaggio"",""Michel Angelo merisi gen. Caravaggio"",""Michelangelo Merisio"",""Michelangelo Merisio da Caravaggio"",""Michelangelo Morigi da Caravaggio"",""Michelange Merisi"",""Michel Ange Merisi de Caravage"",""Michel Ange Merisi de Carravage"",""Michel Angiello da Caravaggio"",""Michelangiolo da Caravaggio"",""Michel Angiolo de Caravaggio"",""Michelangiolo di Caravaggio"",""Michel Ang.o Caravacci"",""Michel Ang.o Caravaggio"",""Michelang.o da Caravaggio"",""Michelang.o del Caravaccio"",""Michel Caravaggi"",""Michel Caravaggio"",""Michel de Caravage"",""Michele-Angelo Amerigi da Caravagio"",""Michele-Angelo Amerigida Carvagio"",""Michele Angelo da Caravaggio"",""MicheleAngelo da Caravaggio"",""Michele Angelo di Caravaggio"",""Michiel Angelo Caravagio"",""Michiel Angelo Caroche"",""Michielangelo da Caravaggio"",""Michiel Angelo de Caravagio"",""Michiel Angelo di Caravajo"",""Miguel-Ange de Carravage"",""Mikelʹandzhelo da Karavadzho"",""Mikelʹandzhelo Merizi""]",1571,1610,1571–1610,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""wikidata"",""id"":""Q42207"",""url"":""https://www.wikidata.org/wiki/Q42207""}]","[""https://en.wikipedia.org/wiki/Caravaggio"",""https://pantheon.world/profile/person/Caravaggio"",""https://www.wikidata.org/wiki/Q42207""]",19,19,8,8,8,,,,,,,,,,,,,
berthe-morisot-q105320,8490bb66-88bc-43a6-b25c-5974cbcf9d64,8490bb66-88bc-43a6-b25c-5974cbcf9d64,Berthe Morisot,person,review,true,84,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/berthe-morisot-q105320,"[""Bertha Morisot"",""Berthe Manet"",""Berthe Manet Morisot"",""Berthe Marie Pauline Morisot"",""Berthe Marie Pauline Morisot Manet"",""Berthe Marie Pauline Morizot"",""B. Morisot"",""Morisot""]",1841,1895,1841–1895,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1733"",""url"":""""},{""scheme"":""tate-person"",""id"":""1663"",""url"":""https://www.tate.org.uk/art/artists/berthe-morisot-1663""},{""scheme"":""wikidata"",""id"":""Q105320"",""url"":""https://www.wikidata.org/wiki/Q105320""}]","[""https://collections.artsmia.org/art/10444"",""https://pantheon.world/profile/person/Berthe_Morisot"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.tate.org.uk/art/artists/berthe-morisot-1663"",""https://www.wikidata.org/wiki/Q105320""]",134,51,85,85,24,,,,,,,,,,,,,
paul-signac-q151573,879f03da-f4fb-474c-bcbd-762213ec3724,879f03da-f4fb-474c-bcbd-762213ec3724,Paul Signac,person,review,true,98,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/paul-signac-q151573,"[""Hsi-nieh-kʻo"",""Paul Victor Jules Signac"",""Polʹ Sinʹi︠a︡k"",""p. signac"",""Signac"",""signac p.""]",1863,1935,1863–1935,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""63580"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/398226""},{""scheme"":""moma-person"",""id"":""5421"",""url"":""https://www.moma.org/collection/works/78734""},{""scheme"":""nga-constituent"",""id"":""2750"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q151573"",""url"":""https://www.wikidata.org/wiki/Q151573""}]","[""https://kokoelma.kansallisgalleria.fi/en/object/398226"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Paul_Signac"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/M0941000157"",""https://www.pop.culture.gouv.fr/notice/joconde/M5060000090"",""https://www.wikidata.org/wiki/Q151573""]",119,37,89,89,30,,,,,,,,,,,,,
georges-seurat-q34013,89c96d72-7bb0-4b4b-9735-f0842de60a80,89c96d72-7bb0-4b4b-9735-f0842de60a80,Georges Seurat,person,review,true,83,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/georges-seurat-q34013,"[""George Pierre Seurat"",""Georges-Pierre Seurat"",""georges seurat"",""geo. seurat"",""g. seurat"",""Hsiu-la"",""Seurat"",""seurat geo."",""Zhorzh Sera""]",1859,1891,1859–1891,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""5358"",""url"":""https://www.moma.org/collection/works/80354""},{""scheme"":""nga-constituent"",""id"":""1870"",""url"":""""},{""scheme"":""tate-person"",""id"":""1926"",""url"":""https://www.tate.org.uk/art/artists/georges-seurat-1926""},{""scheme"":""wikidata"",""id"":""Q34013"",""url"":""https://www.wikidata.org/wiki/Q34013""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Georges_Seurat"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE028395"",""https://www.tate.org.uk/art/artists/georges-seurat-1926"",""https://www.wikidata.org/wiki/Q34013""]",79,56,21,21,20,,,,,,,,,,,,,
